id,content,score
66ed83bd-cd2f-40f5-8a36-e4b74eab086d,plz live for you page please TikTok team,5
6bd2d9b6-314c-4502-b09c-fac28ff207eb,foryou viral trending videos views 50M Virl Kar videos,4
04106845-da11-437a-aea2-775af86a79bb,nuisance app. ot should notbappear for me,1
66b3dc74-9d2b-43b3-be05-21cec0dcc102,I love the videos on this app qq some of my favorite videos,4
5b5bb0aa-8269-4d98-b8f9-36a72f5c0b6f,thank you TikTok I like you,5
240190a5-2645-4347-b3d5-23ee7d049550,"There's something going on with the app. Every time I watch a video it keeps lagging. The app keeps force stopping. I've cleared the cache data, reinstalled it and it's acting up",3
a302dc4e-1953-4331-82c4-9df2b279b24b,"good for scrolling, but when I'm tryna live stream on my computer, when I log into my account with MY email it logs into an account that I don't know. Please fix this it's annoying",2
a0b1797a-1ae1-4b1e-81cb-7ae77f193713,I can login because dey banned me,5
4f2b3332-c032-4157-994b-610cb1a641cb,It's very fun but I can't search for anything because the search bar is gone if anyone has tips pls help me.,5
5acd0570-284c-4521-ad3e-34e5d0c4daa8,I am facing issues with visibility of comments. please fix this bug as soon as possible.,1
b3cf8f17-fcf1-401d-ae09-420314d343cc,absolutely comfortable,5
204ab8d5-7907-40bb-af76-598d925a9fb7,Tiktok app hirala hhv,5
5dcafe5b-5a26-4fe0-a836-904fe9fc89a2,I have 1800 followers but views are not Coming please check my account and solve this problem As soon As Possible Username:Malik Nasir,1
d72245ad-5d32-46c9-bbc7-c7d14584eeaa,hi tik tok team please viral my videos,5
96b11657-3972-4dfc-9800-1a0f073b7856,why did you change hownthe back button work in search. this is so annoying,1
535a871b-2ff6-4f6e-9bd3-55376ae8aab6,TikTok live option open please,5
f0d0f06b-85a8-416f-bfe3-da207c357ee4,had to take a break from dool scrolling notice how I didn't say...,5
c20ec918-7e72-4f77-9c74-1ae0c1ac696a,this app is absolute trash i keep posting for almost a year and my highest video on likes is like 26 likes and im keep improving the quality of my videos and i still get barely any views or likes,1
9f72d9a8-146c-4f6b-856e-ddf95bb2c4f7,I love the app it is funny and really useful,5
fecfdd41-3964-43a2-b7a7-ea4ad70c548b,"fries brain, brain rot",1
03938cb5-d413-4faf-93b6-bd60f100542f,this app is so fantasy as it make us in connect with World especially Islamabad,5
51149551-45e8-4616-ab44-3bb1b7a89613,"bans you for no reason if you mildly criticize any of the owners they instantly ban you, download this app if you like unfair bans",1
f1d84b8f-0680-4db8-89f3-25d1bd521ed6,good morning Tik tok good,5
29631333-ba9d-4282-a61f-f086a22eb803,My video doesn't go to For You on any ID.,1
d139f32c-8566-465b-bdcb-d33149ef614e,stop the ads !!@!@!@!@!@ ananananwiwi91919191,1
a9d3e917-c8b4-4454-93bc-b16c3b422f49,Trash app to upload videos from samsung s26 ultra ..no optimisation.,2
00129112-f81a-4bec-82ba-362c3e9f6a1f,my dm not sending messages when I send it show me voiletion of guidelines can slove my problem,1
4d61e5ae-3dc7-405a-8dbb-0816cade9cf1,gwakyobomanya yesinga,5
60c4210b-f026-4762-88c3-ee9212cdd329,sometimes some updates annoy me but tiktok is like my favorite app ever so like ya I love it.,5
1e47ce58-2f13-4f4b-809d-52c992dad748,it's is soo good and nice because you can talk to your friends and people that you want to talk to,5
59c539ca-a606-4fd6-816b-731682c95a17,it wouldn't let me change my birth of date and it is to strict,1
7ef242ad-b9a9-40a3-9406-adab9c444d50,Wonderful app. but addicted,1
1ac9c7fc-cd2a-4a01-9430-ded0d29455f6,"Some videos on the app are lagging like hell. It's not been like this before, app is almost unusuable now.",1
69e33606-0f66-4970-811a-4982dd9fa057,cannot clear comment from screen on android version,2
578f6a24-b16f-4656-a197-76e21f67f4f2,I really love this app,5
0d926093-a0e2-4920-8e08-179a5c7de9d7,it doesn't want to be installed in my phone,1
c9ce1b18-267a-4df6-875e-adc06791ff28,please I need. I want a watch and earn button on my TikTok. Can you please provide me with a watch and earn button? Please provide me with a watch and earn button. Thank you so much.,5
475340aa-90a4-45f4-a816-cdb979181284,1000000000000/10 for me,5
9d0949e0-58ee-44e8-87d8-f9f3eb1e9d52,"I LOVE TIK TOK BECAUSE OF THE GRAPHICS. PEOPLE BE FROM ANYWHERE AND EVERYWHERE! JUST COMING TOGETHER TALKING, DISCUSSING SUBJECT MATTER THAT MEANS SOMETHING. ALSO I ENJOY THE SHOPPING! I MEAN! HOW CAN YOU NOT GET THAT SALE! AND LAST BUT NOT LEAST, CONNECTING WITH MY FRIENDS AND FAMILY! THIS APP IS A VIBE TOO!!",5
303a4247-6bd6-4083-af4c-75b1a8344a93,"I had an account in either leading my account and i'm trying to make another one in wilbur, sitting crying and I can't even make another account.So me and my friends can't watch my videos.I made to accounts, and it's still not letting me make an account.This app is buns.I'd rather go watch youtube shorts and make own videos on there.",1
475eba1f-c465-45ed-b179-1d9734726791,really repeated vibe.NOT ONE THING IS PERFECT.,4
97d25bcf-0525-4441-85c9-1c169eba900c,"Wonderfull,great fabulous ,fantastic",5
ff41f6f3-2f58-40cb-935b-2ef56e20f09b,There is no x button. Every time I get an ad for this app the x button doesn't work and I have to close out what I'm doing and start over. This only happened since the buyout. Thanks a lot Oracle.,1
63f9f13b-8e03-4c64-b106-8bd922311317,"Your problems are too much, anytime I delete and install back the app it won't let me login into my account why?",1
d5635a94-f544-493d-a41c-d46671465887,tik team plz open my live option tik tok is best plateform,5
a92f9d4a-1a2c-4869-9909-dc16d039c853,"Hello TikTok team,( Your account was permanently banned due to multiple violations of our Community Guidelines.) this is my problem, please solve it, I am very worried, if this problem is not solved, I will be very tense, so please solve this problem for me, it is a big issue.",4
2b544767-ac3d-44e8-82fe-2a34e91dc3ee,"Can only follow 10,000 people. Won't let me tap the screen to like lives anymore.",1
c0e15cb7-e627-4598-929e-e7494d6dd495,This app is full of life,5
4db3ab24-4956-4664-b804-86c1aa871b7e,Do not use tiktok shop! If you ever need to return an item they will take your money. Even if a seller agrees to do a partial or full refund tiktok shop will decline it.,1
c161842a-e8f7-4b01-86e8-c8841a15de25,"This app will program your brain for addiction to it and still your life hour after hour. The algorithm destroys cognitive thinking. Keep your kids away from it, or you lose them. They will become a strangers to you, creators who don't even speak or look your way.",1
b611fe2c-7679-4048-8879-48e930738a8c,it is too slow and sometimes stops working on android,1
ebacd536-af91-4669-82fc-5ad67c61d892,i didn't get the chat bubble update,2
c5182097-f9c8-48be-a12b-dd48de88e856,it is a good one but the problem is that if someone repost my videos it won't show on my page it is going to hide I don't know why. please you guys should work it out,1
4004a692-458b-4b24-b038-b05894426ab5,so what's up with til tok crashing at least 3 times a day and giving me the pop up error about it not responding 3 times a day like clockwork if that. today it crashed 5 times til I was just over it and did life instead of some scrolling. so I guess that was a blessing in disguise! fix this app please! actually,3
a4907f3d-fa6b-4b15-95b1-d11760aca7d4,i deactivated my account and tried reactivating it and the only thing showing was enter correct parameter and that is an account with up to 2000 followers,1
484983b3-7327-4194-9272-86f4fa13a514,"TikTok's algorithm is scarily good at showing content you actually enjoy. Short videos make it easy to kill time, and there's genuinely creative stuff on here. Can be a serious time sink if you're not careful, but for entertainment and discovering trends, it delivers every time.",5
bb1b8a3b-9d10-4d54-9a8d-98bcc2fd4e50,iam facing issues with visibility of comments.please fix thisbug as soon as possible,1
db2a8565-ef1b-4558-9490-3ce5aead0fad,For me it's a worst app .I'm gonna uninstall this app. they banned my two accounts without any reason.They just say I violate their community guidelines but I've done nothing. I just posted BTS videos . I can't post feedback without giving a star that's why I'm giving one star otherwise I'd give 0 stars to this app . Very bad ...,1
1ededd4c-ac9a-4e94-917f-31f9374ea055,Tiktok is legitimate brainrot and needs to go away. It lowers peoples IQ's.,1
bc00da19-ea28-45e7-a52b-cfaa9274b3d1,WORST app ever. Find a alternative. They will.block you after 2 days and put you in spam for 0 reported comments,1
effb77ff-2656-48fd-a3cb-ded5c167c357,it keeps showing me negative content after putting not interested,1
3a21d1c2-f655-43b2-9133-6b503b02ba60,I hate those damn wellness checks bruh they are the worst,1
02bd4a0d-f445-4dcb-884d-6008982dc240,Hayee tik TOK please provide me the Live photo effects in my tik TOK soon.,5
fe3a8db7-0d06-4473-9bce-35170fc367d3,tiktok is good for entertainment,5
8c59aa1e-41e9-40e0-93ae-ca37a88d67bc,this app make the people that keep sad happy,5
94db7786-9578-499c-a36c-fbad8bea4e3e,ap log har 2 din bad update Keh dete,1
b9c49805-5d6c-46b1-a0cb-c55c973b98f4,This is very important app,5
7d8f36b8-01cb-471d-ae38-b3769160fb2e,nice platform spand good time and enjoy everymonent extra enjoy received you watch live match rindam and pk,5
4e069a64-909f-49dd-b4b3-5ec1e41a3bcd,tiktok onack balo ami vidiw sarar sathe sathe for you hoise,5
f79e7b54-a2eb-461f-bdd3-bf1dbbf40ff9,ehh fighting your way throughout the elite accounts and challenges and levels badges algorithms put forth by the elites will be the most challenging part. your success are determined by them. so your forced to expose yourself to them for them to judge. you to then if they except you. under the impression its algorithmic in reality its the elite that determined your outcome of who your success is reaching.so depending on what is that your wanting .fame success $ or all of that be safe.,2
003cd593-2435-4bc2-9994-423de2952e6b,the experience was very good excellent thank,5
2c67ad95-31c5-42cd-a3c1-8a0f9b80acea,its so weird with weird things and bad picture,1
014476c5-e8f5-4a0b-b7e5-d51f42904b06,I really like this app,2
dfca9eff-1e44-4870-a834-e866f734ccd1,"app recently started lagging, 80% of videos will not load ,even slides and photos sometimes don't load. i cleared cache and App Data. my internet is fast and runs fine with YouTube, Facebook, Instagram. this must be fixed",2
779468bc-bd48-40d3-b31b-5ff458bec006,plss not 171 MB 76 MB plss for only me...!!!!!,2
a364e59a-5d38-4d15-95a6-a612802d727a,most beautiful app to everyone to enjoy,5
5a5183cb-a089-4796-a7e4-22532e48e908,it's actually good I enjoy watching the videos,5
05fd6476-4205-4ebf-bb14-0660e245000b,i have give it 3 stars cuz' when we delete the app and trying to install it there is so many problems with the app it didn't logging perfectly,5
31de776e-7c3a-420d-a981-df5abefc72bc,"This app badly needs viewing speed controls like x0.9, x0.8, etc. (x0.5 is a joke). Most creators talk too fast for the ADHD generation. This app destroys your nervous system.",1
b0921e37-a586-44c9-8ed4-b3a7695f7634,Its been a good app until 4 days agoo it started lagging and the photo freezez,2
bd25e660-9e8b-4917-8dd6-82b475442a22,I am don't recommend this app this app will destroyed your future so I hope everyone make distance to this app,1
3fbf07d1-fb84-423b-b2c3-84042f505b1e,It a really good app but there's so many weird videos on here,3
1ea474b7-d867-4ecd-bd1b-453f53ff1b67,"The algorithm has been so poor, I can't be creating good content and algorithm won't help, it is so painful. please I would like TikTok to look into this",1
3c24e334-91ad-4ef1-932c-9cd4bfcbb94c,"banned me for zero reason, with zero chance for appeal. then I can't even make a new account? tiktok moderation system is very poor compared to other social media.",2
3940642f-f758-4242-b29b-5c97ebfc8d24,tick tock has been not user-friendly for me but I keep trying and it's Good Friday recommend it to emney one,4
d4d6c102-747b-4336-9a77-8b17bd42f56e,"The only problem that I really have with this app, is that the moderation is so bad My comments get deleted without me even saying anything, I'll put a sticker in the comments that follows community standards and it will still get taken down.",3
71133c96-426f-4596-ad28-5ebb3f514bd1,the app banned my account and this is like the 5th time its okay ig just don't talk about being 12 or under,1
20935f52-a8f3-40b1-b504-580acf95dc7f,"my messages keep on being censored and stuff even tho I'm not saying swears or anything like that, I've already tried eveyrhthing but then it just comes back after a few hours",2
28d1e51f-eb5c-423b-9347-cca4f8241004,I am a content creator and owner of some groups in kankara local government area of Katsina state,5
2f9640b7-19d5-4edd-837c-2021aa4c2f60,Tiktok team my live Tiktok upgrade please help me solution,5
a8c3e6cc-aa4f-43c4-a655-6e9b4089617a,Can we get a separate app for tik tok shop like amazon? Because it's alot of scammers and fake items being sold on the original tik tok app.,4
f25c0ab9-0c36-4901-a732-7326f0e91613,Hasan janking for you,5
ca5ebbc5-9740-46b5-88d8-96483f3d1aeb,"why am I getting recommended my friend from discord, my number/Gmail not even being connected to either account 2 to 1 stars because now I'm getting a like limit for the first time I open the app",1
9af9adde-7a19-416d-a2b0-19f6bfc3c8ea,plz my TikTok account viral video plz,1
57216774-30cd-4aa5-ae8d-4d9d45f6eefa,This app features everything I have passion with,5
203cd633-f110-4bba-b2e4-9bec4304afdc,whenever I try to get into TikTok it lags and just logs me out and it really kinda upsets me I have TikTok lite but it is not the same. I don't like a laggy TikTok and idk If it's just my phone but it's so bad.,1
87fd19e7-9149-4ee1-8fcb-5178f6c8bc0f,TikTok is not updating.,5
3e5a1ae1-a52d-42c5-9810-c17d9daaaf0a,"Excellent as long as adverts are left out. Good. however, there's need for this app to have features to optionally UNFOLLOW someone.",5
feac0e26-3d41-4c97-be64-2e8a2ae33b69,"every other video is something sponsored or promoted. get rid of that garbage. I want content, not unemployed losers trying to sell me stuff.",1
7b12c285-ed33-4973-a0d9-ab3d21a94df8,use tiktok for more skills,5
0b19c288-1386-416c-bb83-697900c0d155,intrusive when I want to do other things,1
e0b36cb1-f518-4b24-ac06-a304c4443715,tiktok video play on while my device was locked,1
cb9ff13d-89c4-4b1a-b906-36bbd7dd2a8b,It shortened my videos,3
45bf812d-b9df-4a55-aea1-d38e52915a34,number one champion TikTok,5
595af9a3-d936-4afe-a25c-a2e306e83c07,"worst entertainment, Chinese take your information, tiktok loves getting their money's worth out of you",1
d611a388-3c89-4d58-8821-2d2cb85fa926,not good because titok don't want to make me go viral,5
a577841c-1cd7-4f0d-b8b7-4a240c2a7c7a,Thank all of you guys,5
bc5694a4-da01-4833-b396-da59f8526a17,So bad it cant even load videos when i try to send it like how am i suppose to send videos if its dosent send!?? Im actually so offended and what if I'm dying and I'm texting my friend on tiktok and it doesn't send what if I died? I hope tiktok fixes this bad behavior!!??,1
717a46f7-eeb4-4d22-a0a8-cea22f5fa695,it don't let me sign in like what? plus my account is banned for nothing... it still won't logged me in,1
ab195971-4552-4097-a4ae-bdce61d3dfd0,very bad Tik Tok download Hote onek Lamba summary Lage 175 MB Tik Tok,1
dce6e824-7d4c-48ec-b7b8-810b5c9fc73d,"it had been very useful for many things, I do not doomscroll and this app allows me to watch lives with not many people do I can interact with the people without the chat spamming and over it's great with a few bugs.",5
74764874-8607-44bb-b19f-9e1f48316e65,Dear tiktok team plz recover my acount abdullah-khokhar-3333,5
e32431f9-61ff-454b-97ad-1ae496681e4f,"trash app, doesn't even say for what I was banned",1
3a1dd751-8e81-4c17-a5de-a13ab7eae706,my draft videos are not opening at all tiktok needs to make a recovery for it,1
d243cf66-bc36-4816-9389-1dceee8162cb,"The best entertainment to all ages,sharing owesome moments with loved ones.",5
c9ecc178-01e6-4e48-b359-dc8c1e4f70cc,watch 1 video then 2 ads. algorithm sucks now. I'm completely done with this app.,1
61a1d7aa-ef64-42d7-a99c-501b60f3410f,as this app is so much better than YouTube because YouTube has a lot of cringe and brainrotted videos,5
2e6d7b86-df6f-42a2-b649-f4cbbeadfe90,I don't find my local contents but instead I see more of latin and asians,1
76e9a52d-eb47-4974-8233-101eb08c3e37,TikTok team i need ads on TikTok and earn money on TikTok watch ads,1
eda9e76a-199c-44c4-9c56-cf8b3a94ab43,TIKTOK FIX MY STICKER COMMENT WHEN I OPEN IT SHOWED ME A ALL EMOJI,3
96a94147-dfa1-4925-a918-a77def3c3b82,if you make a account it says almost done and makes you do it again and then max passwords reached,1
18a63a8e-4588-4014-a926-6f9a1d9bbf6b,I love this app thera is a lot of fun but if I posted a vedio related vapes so they give me gumunity guidelines there's a lot off people who post vedios related vapes,4
357ba4ef-2e15-4acb-ace1-53aac3698c1e,not worth it algorithin sucks and will constantly throw ads your way,1
b03dd6ed-9e38-4272-b065-d414db34edf1,I love this app and it is very useful and you can get money off of the platform,5
27362711-87bb-4d87-9b13-ab7b0d065a16,I love this app and skz,5
6b31f684-7e1f-4510-aa42-defda2964d29,I don't know what is wrong with this app I downloaded it since 2014 and I started using it but it's having kept long and now it is glitching if I open the app I launch it the app will close by itself I have updated it so many times but still the app is glitching and still closing by itself. I use Samsung Galaxy A03 Android 12,2
86d07676-8d1b-4834-81b8-b08e20dd10b9,Viral my video 90 milion,5
3b1f19d3-cbcb-4756-906c-7c5722c1fe57,The app is a good and nice app everyone needs to use,5
63ec987d-f964-47cc-9e88-7897653c54e5,slow network mobelink,3
614b6e89-ec3c-4eaf-88b2-05d7c54136ad,I got banned for no reason and now it won't even let me make a new account. what a joke of an app...all i did was watch and share videos with my friends. it deleted my account completely. it even blocked my vpn completely because i can't even make account on my computer. after they got back to me. they couldn't tell me why i was banned...,1
9d535c5a-44a3-4b06-b853-630295383206,Ata akta darun app jakhan thaka,5
5ebe8ba4-8966-4c99-ad0a-b48ddfe17732,It is so good to watch love it,5
e0641194-8907-4c4d-87a1-3587c257c9e9,I rated one star because I put a bow tie on my head and it doesn't let me put it on my frame,1
3d218da4-5c32-487b-9aa4-3482b1c01430,"This app is unfair and biased. Their rules do not apply to everyone. They let people say things in videos that they ban you from commenting, even though you use asterisks! I used to love the app, but now, it's all about negative stuff, celebrity watch, and feuds. I won't go back. You only have one time to ban me for that petty stuff. There are better apps than this, and secret apps that you can be free to be yourself.",1
a0d846b8-2464-4bb4-9bd5-b1bbe8fc4eb3,let's go to gather karbala,5
8c4df54f-339a-4c3b-b9bc-120afb4035f2,my favorite songs are not going that's the problems,5
cf011795-b78c-413b-b3cf-63976d2ee807,"it's a good app,I love the vibe it got",5
0ac048db-5a72-4a11-b760-b341d2e46613,"absolute bllx now, sensoring search results. shadow banning etc. weird how that happened after it's been forced to sell in the west. bye bye",1
76e9d525-e537-4e8e-b3d2-67e65f806fb2,MY account is banned so that means I can't report anything I have sent 4 emails yall have not gave me a proper reason of the banning even after I asked for feed back so please do something or my reviews are going to get worse n worse n trust I have more accounts than 5,1
8f15454e-c29e-4fc1-93d1-cf731423fd20,tiktok stop making up fake accounts for people,1
b51b5c1b-4b72-46f0-9734-c70833a8d33d,"I have experience that whenever am on TikTok it consistently stops from working on my phone or device meanwhile too my phone is Already in it's Updated Version and everything is working perfectly fine but not on TikTok Secondly once it stays on for a while for me to use the app ,I noticed that with all the settings and camera qualities I provide my videos still don't go viral like they instruct us to do ..... Please Help Solve this Problem ,it's very Important please. Thank you",2
2ecc1381-64bf-463c-9b01-dfb23d1e0d3f,app horrible and glitchy,1
528f0b28-fffd-441b-9be6-925d11242c25,Delete it from being on my phone,1
1c2caef2-dc56-41a5-beeb-758a095cb6f5,bring back photos and sending gifts and my life is yours,1
88b356cc-165f-427a-8acc-84050cc09a4a,BRO STOP VIOLATING MY TEXTS WHEN I'M TEXTING MY FRIENDS I'LL BE TALKING ABOUT SUCKING THE FOOD POPSICLE AND YOU BLOCK IT!! also everything to y'all is just blocking things I say,1
16228674-631a-4c9d-9d41-de9a3dd40f07,fix the bug where you leave a post in in search it takes out to the feed,1
6fea655f-d97e-4ae0-9c32-83e2adbec54c,this app is the best app to watch videos,5
543aa448-c63a-401d-b31f-c1ab5173362b,tiktok is good but I can't install this pls someone tell me why,2
56089aa2-31dc-42a9-81af-e1b7f33d9ceb,Good application for entertainment and fun,5
291c1d5a-67ef-414e-8331-e80b0bcb01f7,it won't let me update even after deleting 2 apps,2
af5acbcb-852e-4dd9-98aa-1ae3cc43f3b8,"it stops responding even when you want to go live it stops,I have a lot of space in my phone but does it stops responding",1
ad7d1ddc-ee4e-4896-b86f-6d702b0c7eb8,it is kicking me out...so thats one you guys get a one,1
924a8ff2-581f-40c9-b65f-30dd2dff8306,it good I enjoy watching TikTok,5
2c292202-8412-4589-b710-0a3af364934a,no description to fully remove the damn ads and remove the local feature,1
66df193d-cf1c-4ca8-967e-99c09b30c960,"TikTok is dangerous, but I know how to make videos and the camera doesn't lag, it's truly amazing. The filter is amazing, but even the bots are amazing.",5
10739abd-87ad-442a-9334-897c3390bc7c,good luck my TikTok account,5
cc497265-ccb2-4d0d-b8f2-991766325bd9,"Hello dear tiktok team Very very important Please I needyourhelpbecause your account has mistakenly put myaccount in the freezer list. Please re-check my account correctly and remove my account from the freezer list. Because I have not made any mistake that is against tiktok police but still my account has been frozen and my views have decreased a lot and I am alsoworkinghardon tiktok now to makeverygoodvideos content but Still, my viewsaremuchlower than before. Yes, butifmyaccount marwatoking",1
b7959619-d3dc-428e-ab39-3c43b98d3b72,what is the point of blocking a person if they can still message you??? I am getting harass by guys and when I block them they can still message me. there is nothing stopping the harassment and you do report stuff they give you a notification that there was nothing wrong even though it's highly inappropriate and us women aren't feeling safe no more.,1
f9e67eae-45e7-4b7e-b30a-bea0e40ec6bc,TikTok for you option not showing,3
65d22e0a-7150-4ef5-9de9-592d59a99c3f,unfreez my account plz let,5
0aa79c52-30a8-4bc6-bafe-e338e8d4af7d,TikTok is very active so I recommend to u all,3
66092f7e-782b-4f0c-adde-a6ee29f366d4,This app is fun but the rules most times makes no sense and we keep getting restricted for things that seem very odd and unnecessary,1
a440c0df-b96e-4b7d-a137-5cfa8f283ca4,after the update the word (downloading) keeps poping up which is annoying. i hope you can fix the problem ASAP.,2
da335f9e-1dfc-4a33-aa0d-73fb3ad5cd01,A fun and creative platform for short videos. Easy to use with excellent editing tools and trending content that keeps users engaged.,5
b911abe4-8e3e-4868-a93c-5101d2e6b7ce,my photo mode is not working,1
d8127777-b1c1-4759-beb2-d448accdd909,They banned me For just saying McDonald's worse app,1
3c93a65d-92bf-4b7b-a721-72dd4b92abe7,Nice video nice map v improve your TikTok account gangster.jutt484,5
d6a1047b-ee68-44d9-b6b9-c2162d6df9d5,I love this app but one issue I have now since last month When I click save button it co.es back as none saved and I have to click it again multiple times for it to work,4
3e605f24-ed93-4b3a-99d5-27c06aee7003,"Bring back the ""interested"" button",1
257315b9-d56b-4e17-a6bb-81573fb4f2cb,advert is too much oh,1
88911bc2-1510-4b05-975e-0860160af77b,"I prefer TikTok for its filters, but I'm disappointed lately because the original audio keeps disappearing after I film. It's super boring and frustrating.",1
2e1562e0-2874-45c3-b113-eb4d38813633,"Hello TikTok team, this was my own reel account, it got banned and this problem is happening, so I am very worried, even if I am creating a new account, my account is facing the same problem, my account is getting banned, I cannot use TikTok, I cannot even open a new ID, so please solve this problem.",5
1ffec89d-23db-47ba-98bd-edf9f4eb4365,My DMs are completely gone not even message requests are coming through this App/TikTok is extremely broken with no proper help as the TikTok Ai is dumb as hell,1
bb432e93-85ab-4378-9b3c-7cce04001bd5,why this tiktok account is not monotized,2
d6be717c-ec64-48a8-a22c-88675ce8045e,it's good but not fast,5
29e3a829-614e-4d1f-8b1b-1bd6a23a5dd8,if we could make calls on TikTok like on Instagram it would be a 5 star but otherwise it's perfect,4
94e50e83-eb16-4bbc-8c1f-0edce56154ed,It leg to much like its paused and sound hearing so plz fix it I hope it's a bug,5
14b6f5eb-a465-4d46-9c50-3e8b142fa856,he is most entertainment TikTok,5
7a004830-9e94-424f-9b18-f590328c13a9,good for depressed people it's distract the mind,5
733be31d-cf90-4a1e-831d-6cd13810b850,It helps me be happy and release streess,5
743de287-8d8a-47cc-a41a-91d4059593a5,TIK TOK IS SO BORING NOW,1
11fdb955-3673-4f3b-84c0-a3b843513e3f,"buggy app, too many ads, and an annoying ai ""feature"".",1
b05137cb-e276-4424-9d77-4bd78a033661,they just don't listen or they AI model robot are they 18 because iot playing not TikTok for adults. only,5
898fa337-3ba7-4e44-8452-d55b12a6486e,I Love shopping from TikTok. They have some very good merchandise.,5
e54e056a-b45d-45ee-85d8-a6780e0de9dc,"it is so glitchy! lives keep repeating the same 3 seconds (wifi isn't that bad). videos wont load, sometimes i see the same 5 videos multiple times repeated in order!?? or the app makes me follow people I never even knew about i always keep my following under 100 but tiktok be adding a few!?? videos wont load but I check the wifi and its fine? switch to data and its also fine loads everything else like wwm BUT TIKTOK CANT LOAD A SINGLE VIDEO!??. not to mention the damn ads so much buts and chest",1
2f936056-33dc-4d43-a9c0-0cdae5a4684c,Bad platfaram no like no views no folwar,1
40d02d4b-e6c1-4f9f-873a-ee0f59209fd7,"The problem ur having is that some people send u a link and unknowingly u tap in it and afterwards u find when ur WhatsApp account is blocked like mine , please I ask u kindly to reopen my WhatsApp I won't link up into those links that I don't know where they are from",5
11703120-0f7e-45c0-be8b-37ca9ffecdbe,I would give it 4 stars but the lack of lag this app is awful every time I try to watch my repost or a video it either starts to lag out or just kicks me out of the app as well the audio starts to lag with it this app has much potential but the lack of lag it has makes it unable to watch videos. Edit: This app is being much more worse then I thought when I open the app and start to watch videos no more then like 10 to 20 sec my video starts to lag even worse and pause the video this is bad.,1
087cd4f0-20e2-4f03-b65a-accea505f948,i like this TikTok app,5
001a2808-18f4-4dfe-80a0-adf5f10c95b0,they kicked me out again but I a. 13 about to turn 14 and they are asking for my ID but my ID is lost and I can't find it,1
c9bc44e8-0202-4a9e-81fe-b37933f9e3f2,My sister used this app. and it was soo nasty plus there are alot of daters which is not good for kids at all and now I know why was it banned from country's,1
99a1f957-23cd-4aa1-8d32-0241db252d6e,baset app I love you this app,5
a766287e-ba3d-49f3-bf65-1ebb73f32766,Should have left it with china,1
f32a1e00-4ac5-422c-826b-c0986f0ff5ce,disrespectful to new stream and you can't go live and say your opinion about other things,1
cd003d14-cff0-457e-ba34-622299f2ad07,I make such good videos. Still they don't go to For You. Please help me some big help this Video For You page.,5
9d377375-f1dc-46b3-90ac-4b9272c43738,This app is very good.For entertainment.,5
561b4b04-9bae-45f3-9e0b-7306ef2c4132,hi guys wow this is TikTok you on the best,5
b3082294-0351-439d-98d8-e70a9d633022,I just love it it has the best experience you can ever get,5
92f34c95-ea1c-4da6-9ae9-7eb2ff20f4a5,Very high memory use app,1
55529a93-d350-4978-950b-d08ea9cda5e6,having a lot of glitches and issues with my account.,2
36ba30f9-9125-4165-8a8b-11547c6e719c,this tiktok has got everything nice but sometime it get hack,5
ced1671c-719e-423f-84a6-8df180236407,"Just randomly stops for no reason at all, I've updated this app for like a million times but still no change please TikTok team help me with this problem, I'm tired of it (EDIT): now after updating it, it won't open",1
1b971239-6224-4372-aedc-2ef670e87530,I had this account for a few years. now all of a sudden they want an age verification. I am not giving them my ID or a credit card,1
06cca893-f335-4522-89d0-9f92c6b8e316,It is taking too long to install and slow,1
2f303013-beba-403c-8c51-f0a793da82d2,"so slow, doesn't load, glitches",2
7a53cd2e-a85f-47ff-87d0-13fee52fc6ac,tiktok message not sending and receiving problem | TikTok message not send | MS Tech Trend Copy This Appeal Dear TikTok Support Team I am reaching out to report that my ability to send and receive messages on TikTok has been disabled. This restriction severely impacts my ability to engage with the platform and its community. I kindly request a review of my account and the reinstatement of messaging privileges at your earliest convenience My TikTok usernam ahmedmughal687,1
611cc665-9954-4738-93da-da562cff4742,tiktok is very slow tiktok lite is the best,2
c1033670-7642-45db-8202-3fe6bce23100,funny ion know shi like uhh ... idk,5
392152eb-ce63-405c-8707-bce63d75c14b,I LOVE Tiktok please viral my videos,5
3dbe5852-06d6-4086-87b6-8cdc3f8e243d,bc it's not letting me download it,1
15442117-48af-4d34-9797-983b7217ec3d,plz don't copy right on my videos,5
a4446b84-160e-4bf9-b73c-cc0d7cc7c33d,Good but always having problems,5
10428133-e278-4d47-a6ba-17ad825b4cce,"I so much love tik tok I need more followers, views likes and comments",5
f693ed1f-d1b2-42e5-ad9b-b29a99214617,This is a good and very helpful app to our people to stay busy when some places are dry to keep our self busy and also to earn bigg. ........................,5
e735d696-4345-4c21-a0a0-cecae23196e9,I'm now seeing start randomly popping up for no reason,3
887a1744-4638-40ac-abe7-a72a476ec07c,the best application found in social networks,5
e5268763-f091-4633-85c3-0769be1d848f,i love you TikTok account,5
a472f505-b223-4199-bc2b-3e3813678e05,maximum number of attempts reached whats this in the app.i can't login my old account.Improve your app TikTok team.,1
89b438e7-d906-4db7-ba95-7934f33c5eff,Please tiktok team viral me,5
cb62fe4a-2c06-4c2d-98a2-42d81f34fe00,Thanks again so much for your tiktok,3
